B3SA3	ITUB4	PETR4	BBDC4	PETR3	ABEV3	MGLU3	WEGE3	BBAS3	ITSA4	JBSS3	SUZB3	VALE3	NTCO3	LREN3	GNDI3	RENT3	LAME4	VVAR3	BBDC3	EQTL3	RAIL3	RADL3	BTOW3	VIVT4	UGPA3	BPAC11	GGBR4	SBSP3	BBSE3	BRFS3	KLBN11	BRDT3	CCRO3	HAPV3	HYPE3	SULA11	COGN3	CSAN3	TIMP3	ELET3	ENGI11	EGIE3	TOTS3	SANB11	CMIG4	BRAP4	IRBR3	YDUQ3	CSNA3	BRML3	ELET6	QUAL3	CRFB3	FLRY3	MRFG3	AZUL4	CYRE3	BRKM5	MULT3	GOAU4	EMBR3	CIEL3	MRVE3	ENBR3	CPFE3	USIM5	BEEF3	CVCB3	IGTA3	GOLL4	ECOR3	HGTX3
43.04	32.27	26.24	29.03	28.63	18.02	38.87	22.79	42.95	11.95	28.49	33.95	46.15	31.71	48.36	57.56	39.84	19.5	7.53	26.76	19.52	23.64	100.31	48.93	50.73	18.42	53.03	12.92	48.42	29.33	36.86	14.28	25.8	17.07	54.77	32.65	46.54	10.37	53.37	11.48	34.06	48.66	40.15	19.02	43.24	12.64	30.95	32.41	35.61	13.08	13.91	35.85	27.21	18.89	23.64	11.45	49.68	23.46	28.38	27.39	6.09	17.05	7.43	17.15	18.09	30.91	7.4	10.32	52.63	45.19	33.22	13.4	33.16
44.01	32.69	26.75	29.36	29.06	18.18	40.43	23.49	43.75	12.21	28.74	35.24	47.51	31.73	50.05	59.3	41.0	20.39	7.75	27.15	19.98	24.17	100.58	52.82	51.06	18.96	54.12	13.23	49.03	30.41	37.1	14.91	26.51	17.85	56.14	33.24	47.11	10.64	54.52	11.58	33.57	49.1	41.01	18.91	43.98	12.82	31.76	32.89	36.11	13.31	14.24	35.13	28.79	19.36	24.02	11.66	50.4	23.78	29.19	27.84	6.28	17.27	7.71	17.16	18.43	31.19	7.6	10.39	53.15	45.49	34.77	14.07	33.64
44.11	33.24	26.8	29.78	29.22	18.31	42.1	23.57	43.53	12.41	28.34	34.82	46.88	31.79	50.49	59.35	41.72	20.7	7.78	27.54	20.32	24.25	100.65	53.82	50.91	19.05	55.03	13.19	48.77	30.41	36.38	15.04	26.68	17.69	56.37	33.34	47.9	10.66	54.97	11.41	33.13	48.62	41.69	18.88	44.18	12.82	31.7	33.34	36.51	13.23	14.39	34.52	29.12	19.31	24.17	11.51	51.18	24.11	29.33	28.28	6.27	17.35	7.74	17.2	18.25	30.77	7.52	10.73	53.77	45.8	35.73	14.14	33.59
43.48	33.16	27.08	30.02	29.62	18.48	41.73	23.6	42.93	12.43	28.44	35.11	46.8	31.72	51.05	60.49	42.53	20.99	7.79	27.81	19.32	23.69	100.72	54.61	51.08	19.06	56.21	13.43	48.98	30.54	35.99	15.31	26.07	18.07	56.17	33.52	47.16	10.5	55.32	11.32	33.63	46.81	41.12	18.73	43.52	12.85	31.88	33.45	37.3	13.61	14.7	34.84	28.9	19.39	24.02	11.43	51.21	24.37	29.46	28.72	6.34	17.5	7.54	16.73	18.19	30.12	7.63	10.6	53.65	45.7	35.88	14.06	33.1
44.15	33.63	27.41	30.74	30.03	18.48	42.69	24.18	43.53	12.66	28.68	34.43	45.72	31.99	51.58	61.91	41.94	21.11	7.82	28.66	19.74	23.47	102.47	55.94	52.16	19.2	57.46	13.29	50.2	30.97	36.28	15.54	26.07	18.13	57.33	34.12	47.33	10.47	56.35	11.39	35.09	47.23	41.2	18.75	44.41	12.8	31.48	33.29	37.89	13.2	14.96	36.24	30.7	19.46	24.41	11.43	51.3	25.0	29.49	29.33	6.26	17.45	7.61	16.87	18.37	30.11	7.5600000000000005	10.55	53.0	46.49	35.98	14.35	32.83
45.08	33.43	27.14	30.22	29.75	18.36	43.1	24.05	43.44	12.64	28.48	34.09	45.63	32.38	51.52	61.41	41.89	20.91	7.9	28.26	19.59	23.1	101.04	54.66	52.56	18.86	57.62	13.34	49.21	31.13	35.93	15.45	25.82	17.85	56.99	34.1	47.74	10.77	55.52	11.5	35.08	46.62	41.45	18.89	43.82	12.87	31.25	33.89	37.59	13.28	15.07	36.05	30.29	19.53	24.41	11.57	51.26	25.15	29.1	29.08	6.27	17.64	7.5600000000000005	16.86	18.35	30.16	7.5600000000000005	10.46	52.45	46.25	36.13	14.44	33.1
45.36	33.03	27.08	30.07	29.5	18.26	42.93	24.17	44.55	12.56	28.38	33.81	44.96	32.17	51.05	61.78	42.55	20.93	7.84	27.99	19.82	22.98	103.22	54.31	52.38	19.27	57.47	13.1	49.81	30.59	36.15	15.3	25.87	18.19	57.39	34.08	49.47	10.74	55.58	11.49	36.84	46.83	41.63	18.7	43.24	12.62	30.62	33.7	37.62	13.04	15.17	37.26	30.4	19.68	24.15	11.65	50.99	24.82	28.55	29.19	6.12	17.53	7.61	16.95	18.48	30.04	7.51	10.3	51.76	46.64	35.57	14.46	33.05
45.8	33.57	27.25	30.28	29.89	18.58	43.03	24.25	44.88	12.75	29.18	34.88	46.12	32.12	51.84	62.14	42.24	20.89	7.8100000000000005	28.43	20.12	22.98	105.13	54.31	52.24	19.25	58.0	13.17	50.14	30.89	37.75	15.4	26.28	18.06	56.57	33.65	50.23	10.6	55.91	11.6	36.81	46.85	41.99	18.49	43.78	12.67	31.0	34.96	39.26	13.38	15.27	37.38	32.0	19.9	24.2	11.55	51.35	24.72	28.69	29.09	6.17	17.88	7.66	16.97	18.72	30.72	7.5600000000000005	10.5	51.4	46.79	35.31	14.57	32.9
46.43	34.62	28.04	31.15	30.81	18.36	43.65	24.55	45.85	13.03	29.57	34.92	46.2	32.56	51.66	60.39	42.32	20.69	7.8100000000000005	29.18	19.71	23.0	105.79	54.49	52.15	19.19	58.56	13.22	51.14	31.38	37.53	15.56	26.31	18.13	56.02	33.76	50.05	10.78	56.46	11.59	36.23	46.68	41.81	18.82	45.35	12.67	30.91	35.46	41.26	13.54	15.09	37.23	31.41	19.57	24.02	11.86	52.99	25.11	28.06	28.82	6.17	17.95	7.85	17.26	18.49	30.56	7.49	10.72	52.6	46.68	37.42	14.51	32.6
47.12	35.11	28.41	31.41	30.96	18.27	43.42	25.64	46.04	13.13	29.01	34.5	46.02	31.82	50.85	59.95	42.03	20.74	7.65	29.48	19.43	23.0	102.97	54.19	51.76	19.22	61.01	13.25	52.47	31.54	36.8	15.64	26.93	17.99	55.67	33.53	49.46	10.43	56.1	11.62	36.19	45.84	41.61	19.21	46.3	12.55	30.75	35.41	39.7	13.42	15.02	37.4	31.3	19.21	24.09	11.49	52.15	24.54	28.56	28.57	6.15	17.87	7.79	16.97	18.24	29.91	7.41	10.73	53.01	46.46	37.1	14.33	31.37
47.49	35.27	27.79	31.38	30.35	18.77	43.18	25.9	45.75	13.12	28.44	32.96	45.67	31.11	49.03	60.83	39.43	20.6	7.49	29.42	19.59	22.65	105.08	54.59	51.48	18.96	63.59	12.94	51.82	31.64	37.21	15.66	27.44	18.13	56.77	33.71	49.56	9.95	55.43	11.62	36.02	46.05	41.68	19.08	46.2	12.47	30.39	35.19	39.32	12.5	15.05	37.44	31.72	19.55	23.93	11.25	52.9	24.54	27.65	28.52	6.0	17.99	7.6	16.57	17.88	30.04	7.18	10.74	53.05	46.49	37.13	14.35	30.85
47.29	35.5	28.7	31.79	31.23	17.22	41.93	25.21	46.17	13.26	27.71	32.7	47.43	31.84	50.26	60.33	39.56	20.26	7.43	29.66	19.27	22.82	106.62	53.79	51.18	19.24	63.59	13.18	51.14	31.23	36.57	15.38	27.62	17.7	56.52	33.72	49.45	9.79	56.02	11.46	36.12	44.92	41.41	19.0	46.36	12.17	31.63	35.01	39.16	12.11	15.13	37.56	31.95	19.69	24.32	11.38	52.54	24.8	27.58	28.45	6.17	17.73	7.85	16.66	17.58	29.98	7.16	10.71	53.32	46.62	36.61	14.11	30.67
47.62	35.99	29.05	32.93	31.47	17.16	42.6	25.38	47.2	13.37	28.09	32.68	47.57	31.09	49.81	60.1	39.23	20.27	7.36	30.54	19.49	22.85	106.57	52.97	50.89	19.15	63.39	13.15	50.99	30.87	35.6	15.2	28.14	17.6	57.07	33.57	48.68	9.77	55.94	11.51	36.95	45.6	42.07	19.17	46.77	12.26	31.96	34.95	38.87	12.2	15.35	38.09	31.8	19.48	24.81	11.11	53.16	25.02	27.93	28.79	6.16	17.83	7.77	16.81	18.02	30.27	7.19	10.47	52.65	46.56	37.64	14.08	30.54
46.79	35.35	29.26	32.48	31.75	17.2	41.08	25.32	47.07	13.25	27.88	32.72	47.52	30.22	49.97	60.1	39.23	20.17	7.35	30.2	19.69	22.92	108.96	52.0	50.8	18.75	62.7	13.05	51.58	30.34	35.7	15.09	27.51	17.21	56.77	33.47	48.51	9.54	55.52	11.39	36.39	46.29	42.52	20.39	46.65	12.26	31.98	34.19	38.67	12.01	15.15	37.84	31.85	19.15	24.85	11.1	53.5	24.91	27.85	28.07	6.13	17.79	7.9	17.32	18.15	30.81	7.3	10.2	52.0	46.36	38.4	13.86	30.67
47.38	35.57	29.52	32.63	32.14	17.18	43.95	25.65	47.8	13.41	28.28	32.3	47.46	30.9	50.04	59.93	40.65	20.45	7.4	30.5	20.19	23.1	108.86	52.75	50.84	18.76	63.52	13.32	53.32	30.18	35.66	15.27	27.91	17.4	56.27	33.53	48.28	9.6	57.56	11.5	37.54	46.88	43.11	20.8	45.87	12.53	32.1	33.79	38.38	11.79	15.34	38.82	32.6	19.19	24.93	11.04	53.64	25.28	27.81	29.12	6.37	17.65	7.61	17.43	18.36	30.84	7.3	10.27	51.5	47.05	38.99	13.92	30.7
47.26	34.95	29.82	31.3	32.21	17.0	44.56	25.3	46.58	13.18	27.65	32.64	46.11	31.05	50.51	59.8	40.89	19.8	7.42	29.25	20.11	22.8	109.56	50.63	50.68	18.63	64.14	13.37	53.1	30.15	35.51	15.42	27.45	17.13	56.17	33.55	47.3	9.67	56.58	11.36	38.17	47.35	43.06	20.49	44.51	12.62	31.46	34.18	38.52	11.79	15.35	39.19	31.9	19.1	24.85	10.75	52.52	25.71	27.7	29.1	6.26	17.53	7.52	16.88	18.46	31.22	7.19	10.34	51.23	47.44	36.73	13.75	31.0
48.06	35.08	29.86	31.03	32.25	16.95	47.11	25.68	46.39	13.23	27.68	35.01	47.32	31.69	51.42	60.64	41.0	20.19	7.64	28.93	20.0	22.91	112.52	50.96	50.95	19.16	65.53	13.85	53.67	30.46	35.2	15.73	27.59	17.48	56.62	34.61	48.29	9.85	57.62	11.4	38.33	46.93	43.74	20.82	44.55	12.43	32.02	34.69	39.75	11.92	15.47	39.31	31.76	19.51	24.92	10.84	53.55	26.94	27.87	28.93	6.52	17.72	7.36	17.51	18.4	31.29	7.35	10.38	53.05	48.53	36.53	13.94	32.86
48.13	35.2	29.79	31.06	32.47	17.19	44.89	25.93	46.13	13.36	28.54	36.44	48.67	30.93	50.81	58.88	40.01	20.01	7.57	29.07	20.26	22.78	113.35	50.37	51.32	19.2	65.17	14.54	53.96	29.84	36.3	16.49	26.96	17.74	55.72	34.75	48.11	9.89	58.75	11.82	38.87	45.78	43.77	20.37	44.69	12.42	32.63	34.95	38.4	12.09	15.43	39.28	31.8	19.48	24.9	10.97	53.5	27.17	28.53	29.21	6.78	18.01	7.48	18.33	18.49	31.47	7.52	10.79	52.39	48.43	35.74	14.13	33.29
48.16	35.81	29.1	31.48	32.06	17.32	43.97	26.53	46.42	13.53	27.44	37.16	48.71	30.09	49.28	58.86	39.94	19.84	7.38	29.56	20.24	22.97	111.44	52.37	50.64	19.06	66.16	14.69	53.24	30.58	36.57	16.82	26.67	17.49	54.23	34.84	47.23	9.9	58.26	11.89	38.58	45.54	43.73	19.7	45.34	12.26	32.51	35.01	37.63	12.3	15.2	39.11	31.28	19.25	25.09	10.92	53.37	26.49	29.61	28.43	6.83	18.19	7.36	17.97	18.3	31.21	7.52	11.25	52.1	47.48	34.86	13.8	32.85
47.77	35.32	29.15	31.31	31.92	17.14	45.12	26.96	46.11	13.42	26.0	36.95	48.54	31.5	50.15	59.08	39.95	20.29	7.45	29.15	19.98	23.56	112.19	54.08	52.1	19.31	65.41	14.67	52.43	31.39	35.52	16.5	26.7	17.59	54.88	34.8	47.85	9.86	57.84	12.41	39.07	46.72	43.78	20.24	44.7	12.14	32.66	34.38	38.74	12.29	15.39	39.51	31.81	19.07	25.24	10.9	51.73	26.41	29.0	29.07	6.83	18.05	7.34	17.94	18.37	31.22	7.62	11.5	51.69	47.95	35.13	14.08	33.65
48.25	35.54	30.32	31.39	32.95	17.18	44.12	27.87	46.11	13.4	26.54	38.26	48.95	34.1	49.95	58.84	40.1	20.13	7.42	29.41	20.19	23.78	111.6	52.92	52.04	20.32	66.16	15.26	53.36	31.47	35.96	17.51	26.42	18.53	55.21	34.6	48.58	10.0	58.61	12.43	38.78	47.12	44.0	20.09	45.18	12.25	32.89	32.88	38.14	12.59	15.41	39.24	32.69	19.16	25.68	11.34	52.49	26.65	30.72	29.36	7.07	18.29	7.61	17.8	18.47	31.49	8.22	11.8	51.82	48.11	35.7	14.88	33.65
47.57	35.01	29.46	30.48	32.41	16.92	43.74	28.02	45.46	13.23	26.97	38.0	48.04	33.58	48.69	58.58	39.35	19.24	7.25	28.53	19.79	23.49	111.05	51.9	51.56	20.22	66.45	15.18	52.4	30.79	34.45	17.42	26.88	18.09	55.56	34.35	49.5	9.82	58.16	12.74	36.87	46.44	43.0	20.18	44.07	12.1	32.57	31.75	36.96	12.29	15.16	37.82	32.48	18.86	25.25	11.05	50.92	26.29	31.25	28.65	7.01	18.08	7.72	17.29	18.27	30.39	7.9399999999999995	11.82	44.49	46.64	34.09	14.5	32.36
48.94	35.16	29.88	30.41	32.64	17.16	44.94	28.87	45.7	13.35	27.18	38.24	47.01	33.4	50.31	59.24	39.9	19.68	7.31	28.66	20.29	23.82	111.55	52.92	51.52	20.24	66.16	15.21	51.7	30.69	34.67	17.63	27.47	18.56	57.35	34.63	50.93	9.8	59.32	12.6	37.48	47.45	42.88	20.57	44.17	12.15	31.91	32.97	37.45	12.2	15.29	37.97	32.76	18.79	25.46	11.24	50.45	26.4	31.4	29.01	7.08	17.8	7.99	17.17	18.22	30.16	7.83	11.96	43.7	46.57	34.31	14.73	32.15
48.06	34.56	29.62	30.13	32.19	16.99	43.33	28.28	45.19	13.2	26.9	38.24	46.79	32.43	49.27	58.1	39.1	19.31	7.09	28.26	20.13	23.05	109.55	52.11	51.56	20.17	65.96	15.26	50.73	30.32	33.2	17.53	26.49	17.95	56.37	34.02	50.69	9.5	56.4	12.24	35.71	47.61	42.4	20.48	43.4	11.94	32.03	33.08	36.1	11.83	15.07	36.65	32.49	18.39	25.13	10.79	48.51	25.5	30.36	28.68	7.09	17.19	7.92	16.97	18.45	30.16	7.64	11.67	40.8	45.87	32.98	14.35	30.78
48.38	34.21	29.51	29.82	32.08	16.99	42.43	28.99	44.45	12.98	26.31	37.64	46.03	32.09	49.05	58.6	38.98	19.37	7.02	28.15	20.18	23.25	108.06	51.81	51.36	19.75	64.85	15.29	50.09	30.36	32.89	17.34	26.16	17.98	56.36	33.98	49.46	9.67	57.77	12.56	35.07	46.86	42.27	20.41	42.7	11.88	31.4	33.03	36.93	11.27	15.09	35.73	32.68	18.01	25.41	10.67	48.13	25.4	30.49	28.46	7.09	17.37	7.98	16.89	18.38	29.78	7.52	11.71	40.7	45.34	33.14	14.35	31.32
48.65	34.44	28.91	29.69	31.39	17.07	44.17	29.04	44.99	13.1	25.64	36.65	45.91	32.03	51.45	57.34	39.54	19.8	7.6	27.96	20.61	24.02	111.75	54.03	52.41	19.99	66.26	15.41	50.44	30.53	32.96	17.38	26.64	18.24	54.22	33.79	50.44	10.28	59.53	12.93	34.54	48.05	42.16	20.88	43.52	11.91	31.6	33.88	38.67	11.43	15.78	35.6	33.79	18.16	26.36	10.44	50.1	26.13	28.81	29.25	7.16	17.29	7.86	16.26	18.64	30.28	7.52	11.9	40.66	46.04	34.31	14.62	31.78
47.9	34.28	28.7	29.5	31.38	17.18	44.9	29.08	45.01	13.07	26.14	37.82	46.51	31.0	50.83	56.21	38.97	19.49	7.5600000000000005	27.75	20.46	23.81	110.91	53.5	53.58	20.06	65.76	15.23	50.75	30.09	33.28	17.43	26.69	17.97	54.26	33.09	49.88	10.29	60.41	13.14	34.46	47.62	42.57	21.3	43.38	11.65	31.83	32.95	37.2	11.43	15.66	34.92	34.25	18.78	26.28	11.02	50.9	25.98	28.53	29.2	7.09	17.35	7.63	16.11	18.59	29.87	7.46	12.09	39.18	45.85	34.52	14.58	30.89
46.83	33.91	28.4	29.44	30.94	17.28	44.44	28.98	44.8	12.9	25.9	37.92	47.05	31.18	50.34	56.81	38.85	19.78	7.45	27.7	20.26	23.8	111.35	53.78	53.26	20.4	67.93	15.27	50.18	30.2	33.56	17.44	26.68	17.72	53.57	32.95	50.44	10.25	59.09	13.27	33.68	46.95	42.53	21.68	43.02	11.6	32.12	33.46	36.61	11.59	15.5	34.23	34.11	18.41	25.98	11.29	50.49	25.59	28.06	28.6	7.1	17.4	7.63	16.65	18.49	30.09	7.57	12.34	39.0	45.55	34.32	14.41	30.83
47.75	34.25	29.46	29.61	31.76	17.68	44.92	28.66	45.38	12.99	25.08	38.23	47.3	31.9	50.82	58.49	41.02	20.2	7.55	28.02	20.61	24.04	112.25	54.77	52.71	21.67	70.62	16.42	52.32	31.2	33.68	17.49	26.59	17.93	55.4	33.41	50.68	10.54	60.62	13.41	34.17	46.58	42.54	22.04	43.44	11.65	32.68	34.12	36.46	12.03	15.67	34.49	34.05	18.85	27.09	10.85	52.2	26.28	27.58	29.43	7.61	17.6	7.62	17.28	18.49	30.27	8.08	12.79	41.25	46.86	34.04	14.59	31.17
48.34	34.48	29.58	30.1	31.9	17.79	45.41	28.84	46.05	13.18	24.83	38.31	48.87	32.0	51.06	59.95	41.92	20.14	7.86	28.5	20.36	24.19	113.3	55.79	52.9	22.4	70.36	16.66	53.55	31.24	34.09	17.53	26.59	17.79	57.06	33.78	50.84	10.45	61.6	13.58	34.22	46.16	43.15	21.59	43.8	11.93	33.5	34.21	37.14	12.09	15.72	34.75	35.32	18.7	27.12	10.69	54.67	26.02	27.9	29.39	7.74	18.11	7.51	17.85	18.53	30.54	8.13	12.63	41.9	46.86	34.88	14.58	31.55
46.66	33.99	29.34	29.95	31.7	17.8	44.22	28.88	45.9	12.86	27.21	38.0	49.68	31.92	51.05	59.65	41.72	20.4	7.93	28.09	20.35	24.17	111.09	54.93	53.14	21.89	68.93	16.77	52.86	30.72	36.11	17.29	26.77	17.96	57.66	33.84	51.42	10.36	61.19	13.73	33.67	45.9	43.14	21.65	43.29	11.83	33.37	34.1	36.96	12.34	15.7	34.38	36.75	18.88	27.79	11.26	53.84	26.04	27.85	29.13	7.79	18.02	7.8	17.95	18.57	30.26	8.31	13.47	42.06	46.77	34.77	14.82	31.1
45.42	33.3	28.81	29.31	31.08	17.64	42.97	28.41	45.31	12.55	26.55	38.08	50.03	32.09	50.77	58.8	41.21	20.27	7.95	27.2	19.84	24.14	111.45	53.24	51.68	21.66	67.45	17.23	52.75	30.08	36.8	17.41	26.99	17.98	56.87	33.6	51.21	9.95	60.27	13.55	33.47	45.5	42.66	21.53	42.3	11.73	34.22	33.57	38.11	12.86	15.73	33.95	36.0	18.5	27.87	10.74	51.4	25.55	27.9	28.39	7.98	17.93	7.5600000000000005	17.77	18.72	29.97	8.4	13.85	41.59	46.2	33.44	14.59	30.35
46.35	33.49	28.94	29.8	31.14	17.57	45.52	28.83	46.63	12.71	26.98	39.1	49.41	32.4	50.91	57.31	40.98	21.11	8.27	27.59	20.1	24.15	113.1	55.71	52.66	21.53	67.29	17.39	53.13	30.13	36.62	17.69	27.1	17.91	56.38	32.9	51.7	10.07	60.28	13.58	33.42	45.65	43.25	21.73	42.38	11.7	34.21	33.66	39.9	12.65	15.41	33.76	36.0	18.42	27.53	10.77	50.99	25.15	27.76	28.39	7.97	17.98	7.44	17.1	18.76	29.86	8.32	14.04	40.84	45.77	33.26	14.46	30.96
47.03	33.39	29.14	29.57	31.27	17.62	45.52	29.2	46.89	12.74	28.0	38.57	49.2	33.2	51.52	57.07	42.38	21.77	8.59	27.56	20.23	23.91	114.14	54.97	53.57	21.63	67.64	17.14	54.69	30.59	36.2	17.47	27.26	18.24	54.92	32.83	52.28	10.27	61.01	13.85	33.38	45.65	44.11	21.66	41.64	11.85	33.61	34.18	41.81	12.6	15.72	34.21	36.2	18.7	27.32	10.79	52.75	25.78	27.7	28.93	7.88	17.93	7.72	17.37	19.04	30.25	8.35	14.83	40.4	46.36	34.56	14.72	31.51
46.61	33.59	28.77	29.71	30.89	17.66	44.95	30.19	47.1	12.76	27.84	38.56	48.82	33.12	51.55	56.5	42.65	22.07	8.81	27.84	20.37	24.43	112.54	56.15	53.71	21.54	69.37	16.97	55.8	30.58	36.6	17.55	27.42	17.92	55.57	32.55	52.1	10.25	60.8	13.47	33.62	45.43	44.5	21.41	41.71	12.06	33.61	33.76	41.63	12.55	15.57	34.36	36.8	18.8	27.82	10.7	53.1	25.63	27.99	28.81	7.78	18.0	7.78	17.24	19.36	29.87	8.43	14.7	40.14	47.0	34.18	14.4	31.58
46.5	34.06	28.69	29.91	30.85	17.58	44.84	29.93	46.72	12.86	27.56	38.8	50.15	33.4	52.15	58.99	42.2	22.51	9.17	28.11	20.33	25.19	109.56	58.6	53.63	21.82	67.77	17.42	56.48	30.64	36.42	17.92	27.63	17.8	56.12	32.84	52.69	10.44	63.15	13.61	33.94	45.45	44.57	21.01	42.07	12.0	34.51	33.82	40.73	13.27	16.18	34.39	35.8	18.79	27.79	10.85	52.94	25.42	28.26	29.23	8.03	18.45	7.75	17.12	19.25	29.87	8.6	15.4	40.86	48.23	33.75	14.11	31.06
46.99	34.07	28.6	30.01	30.76	17.48	44.51	30.47	47.67	12.83	27.39	38.95	49.25	34.0	52.39	60.41	42.46	22.78	9.5	27.97	20.6	25.24	110.05	59.55	53.23	22.11	67.1	17.02	55.76	31.83	35.8	17.9	27.29	17.51	57.01	32.16	52.89	10.49	62.17	13.64	34.21	46.2	45.15	20.68	41.93	11.85	33.83	33.84	41.77	12.77	16.19	34.82	35.3	18.98	27.83	11.27	53.5	26.01	28.7	29.11	7.83	18.5	7.8100000000000005	18.35	19.49	29.88	8.52	15.65	40.46	48.43	35.11	14.06	31.52
48.24	35.3	29.27	30.78	31.14	17.9	44.0	31.58	48.36	13.14	26.61	37.91	49.74	34.27	52.65	59.74	42.05	22.9	9.45	28.61	21.05	25.35	106.82	59.0	53.71	21.87	70.06	17.23	56.61	32.05	36.4	17.89	26.7	17.49	57.89	31.53	52.39	10.62	63.74	14.02	34.41	47.66	46.09	21.13	42.66	11.91	33.84	33.55	41.22	13.12	16.28	35.01	34.89	18.96	27.81	10.98	53.41	26.36	28.83	29.66	7.9	18.38	7.66	18.35	19.56	30.25	8.73	14.51	41.06	48.78	34.57	13.95	32.74
48.11	35.25	29.65	30.91	31.54	17.75	44.81	32.52	47.94	13.08	26.93	38.0	49.77	34.33	52.73	59.02	42.65	22.82	9.32	28.8	21.49	25.22	105.11	59.3	54.01	21.41	70.19	17.27	56.71	32.57	36.3	17.95	26.81	17.61	57.86	31.4	51.68	10.66	64.28	14.08	34.41	48.91	46.78	21.27	42.75	12.09	34.81	33.82	41.08	12.97	16.4	35.09	34.79	19.08	27.64	11.07	53.41	26.46	28.64	30.09	7.89	18.41	8.05	18.04	19.71	30.39	8.72	15.07	40.7	49.22	34.47	13.97	32.35
47.96	34.61	29.95	30.56	31.75	18.05	45.32	32.49	47.75	12.96	26.83	38.2	50.16	34.32	53.9	60.66	43.28	24.43	10.0	28.79	21.5	25.2	104.5	61.2	54.29	21.23	73.79	17.57	56.83	32.59	36.9	18.21	26.63	17.73	57.65	31.57	52.45	10.94	65.15	14.21	34.57	49.17	46.79	21.64	42.25	12.04	35.11	33.7	43.32	13.32	16.55	35.56	35.15	19.72	28.19	11.1	54.7	27.47	29.31	30.41	8.08	18.56	8.04	18.9	19.49	30.42	8.92	15.08	41.4	49.01	36.19	14.0	33.01
46.55	35.29	29.81	30.82	31.91	18.04	45.77	31.67	47.89	13.17	25.93	37.78	50.25	34.08	52.65	58.54	42.75	24.83	10.23	28.55	21.64	25.2	102.38	60.52	54.36	21.11	75.54	17.15	58.04	32.5	36.85	17.8	26.06	18.16	55.67	31.33	50.75	10.99	64.48	14.35	34.52	49.38	46.65	21.52	42.09	11.91	35.32	33.47	41.66	13.15	16.48	35.57	34.82	19.63	28.36	10.87	54.71	27.67	29.04	30.37	7.88	18.5	8.11	19.09	19.81	30.67	8.62	15.25	41.2	48.93	36.82	14.16	33.02
45.71	34.78	30.04	30.71	32.11	17.97	46.52	31.72	47.2	13.15	25.41	38.09	50.01	34.64	52.46	57.98	42.09	24.84	10.2	28.44	21.89	25.05	103.49	61.09	54.19	21.38	73.42	17.64	58.23	32.12	36.8	18.07	26.64	17.87	54.49	31.71	50.76	11.16	64.95	14.04	34.54	49.17	46.42	21.46	42.02	11.78	35.52	33.5	41.57	13.32	16.96	35.39	34.38	19.52	27.77	11.19	53.6	27.68	29.13	30.43	8.04	18.43	8.07	19.17	19.82	30.68	8.72	15.04	41.62	49.27	35.13	14.16	33.06
45.13	34.37	30.0	30.54	32.12	18.05	47.5	32.82	47.14	13.11	24.87	39.18	50.63	34.55	53.18	57.77	43.19	24.69	10.32	28.38	22.26	25.65	101.09	61.19	53.42	21.48	72.75	17.57	59.79	32.26	35.88	18.46	26.91	18.03	56.09	31.59	51.68	11.95	67.08	14.1	34.81	49.4	46.89	21.42	41.92	12.02	35.77	33.4	43.33	13.65	17.1	35.38	34.4	20.06	27.82	11.1	54.64	27.73	29.33	30.33	7.98	18.57	8.22	19.65	19.95	30.73	8.85	14.79	41.81	49.52	35.43	14.6	34.09
45.61	34.36	30.56	30.94	32.54	18.29	47.75	33.54	48.33	13.09	24.68	39.16	51.72	35.32	53.79	59.25	44.3	26.18	10.0	28.72	21.89	25.88	103.33	64.39	53.29	21.79	73.5	17.88	57.79	32.4	35.51	18.55	27.19	18.01	57.07	32.01	51.86	12.1	67.51	14.36	34.92	49.88	46.97	22.17	42.0	12.04	36.35	34.13	44.18	14.08	17.17	35.41	34.03	20.97	27.77	10.97	55.07	28.39	29.29	30.68	8.08	18.82	8.37	20.86	19.99	31.1	9.2	14.3	43.43	49.86	35.83	14.6	33.48
45.32	35.09	29.58	31.0	31.02	18.6	48.99	33.79	47.95	13.19	25.06	38.88	52.51	36.71	53.99	59.8	44.35	26.73	10.87	28.98	22.38	25.41	106.71	65.97	53.79	21.98	73.76	18.46	56.78	33.15	33.95	18.65	26.91	18.28	56.05	32.38	52.6	12.2	67.85	14.6	34.71	50.75	47.13	22.73	42.29	12.05	37.17	33.35	46.33	14.16	17.39	35.66	34.22	20.79	28.1	10.91	56.86	29.14	29.13	30.73	8.55	19.03	8.75	22.16	20.13	31.58	9.16	13.73	43.63	49.54	36.31	14.79	33.07
45.15	34.29	29.02	30.45	30.78	18.66	49.22	33.23	47.3	13.07	24.92	39.2	52.1	38.0	54.19	61.38	44.98	26.49	11.25	28.55	21.78	25.37	105.04	66.31	54.07	22.15	73.25	18.08	56.91	32.68	34.74	18.34	27.87	18.52	57.71	32.75	53.21	12.1	67.88	14.44	34.99	50.79	46.65	22.5	42.13	12.4	37.1	33.4	46.47	13.99	17.36	36.19	33.95	21.01	28.26	10.87	57.27	29.82	28.64	30.96	8.46	18.96	8.3	22.35	20.06	31.86	9.04	13.47	43.38	50.18	36.46	15.21	33.59
